X,Y,OBJECTID,KC_Fac_FID,KCParkFID,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType,Label_Type
-122.349244925962,47.6277541183187,986,6995,4253002,Ward Springs Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.210126599696,47.3148401788428,987,2392,5211805,Scootie Brown Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,1
-121.988448953629,47.7381697416627,988,5374,6261306,Depot Park,Park Site,City of Duvall,City,City of Duvall,City,City of Duvall,City,1
-122.325523885587,47.6037960066182,989,7867,4253209,Harborview Park,Park Site,Other King County,County,City of Seattle,City,City of Seattle,City,1
-122.362255528722,47.4776732084758,990,2482,3231301,Seahurst Park,Park Site,City of Burien,City,City of Burien,City,City of Burien,City,1
-122.440729243946,47.4170939137874,991,5509,3220801,Ellis Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.441739352146,47.4167751044853,992,5509,3220801,Ellis Creek Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.183072436023,47.6904925544144,993,2733,5263302,Spinney Homestead Park,Park Site,City of Kirkland,City,City of Kirkland,City,City of Kirkland,City,1
-122.4640792205,47.5087154301249,994,2485,3230601,North End Boat Ramp,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,0
-122.464071958578,47.5088157844692,995,2485,3230601,North End Boat Ramp,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,1
-122.302384808725,47.5113222253923,996,8042,4230404,Turning Basin Number 3,Park Site,Port of Seattle,Other Government,Port of Seattle,Other Government,Port of Seattle,Other Government,0
-122.303040246472,47.5107576462144,997,8042,4230404,Turning Basin Number 3,Park Site,Port of Seattle,Other Government,Port of Seattle,Other Government,Port of Seattle,Other Government,1
-122.207467961774,47.2753776023176,998,2350,5212904,Ballard Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,1
-122.121724460003,47.5953598136473,999,6913,5240204,Robinsglen Nature Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.356629031966,47.6160743152429,1000,2416,3252502,Myrtle Edwards Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.360756576448,47.6188456464233,1001,2416,3252502,Myrtle Edwards Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.179277649929,47.7503355234239,1002,2636,5260902,Brickyard Road Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,0
-122.179603481166,47.7496441195301,1003,2636,5260902,Brickyard Road Park,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-121.871128875561,47.536468490441,1004,5165,7242605,Autumn Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-122.289619284407,47.699036209079,1005,7088,4263402,Mock Creek Ravine,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.146040378747,47.6682792633669,1006,2616,5251001,Grass Lawn Community Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.251994552944,47.5548190481525,1007,2290,4242301,Seward Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.292026392728,47.7077144419811,1008,7240,4262810,Nathan Hale Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.138223154956,47.528470307391,1009,5116,5243503,Ballybunion Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.14508470718,47.6473569690535,1010,2583,5251503,North Bellevue Community Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.089485581871,47.4538954726967,1011,2683,6233001,Maple Valley Heights Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.089429971874,47.4543113573045,1012,2683,6233001,Maple Valley Heights Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.145251853999,47.7353055264088,1013,2709,5261501,Northshore Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.144650846459,47.7335371136751,1014,2709,5261501,Northshore Athletic Fields,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.119097189398,47.4763618376719,1015,2343,5231301,Maplewood Heights Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.461099766211,47.406159466021,1016,5302,3220702,Marjorie R. Stanley Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.462496244374,47.4046454703097,1017,5302,3220702,Marjorie R. Stanley Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.848589724837,47.5327661685878,1018,7830,7242507,Koinonia Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-122.226419717996,47.5751744579081,1019,2584,5240701,Clise Park,Park Site,City of Mercer Island,City,City of Mercer Island,City,City of Mercer Island,City,1
-122.385854079642,47.5612661246361,1020,7062,3241402,Junction Plaza Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.318348127199,47.6430147529779,1021,7121,4252003,Bagley Viewpoint,Park Site,State of Washington,State,City of Seattle,City,City of Seattle,City,1
-122.248557247733,47.7528633929622,1022,2266,4261202,Rhododendron Park,Park Site,City of Kenmore,City,City of Kenmore,City,City of Kenmore,City,1
-122.296565974198,47.6077084330492,1023,7036,4253308,Gerber Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.386786655518,47.6438012672477,1024,7137,3252304,Bayview Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.279625682575,47.2755804584001,1025,2425,4212701,Five Mile Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.281268424267,47.2744244452789,1026,2425,4212701,Five Mile Lake Park,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.08748171286,47.6492017357202,1027,2666,6251801,Sammamish Landing,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City,0
-122.086728471876,47.647186467783,1028,2666,6251801,Sammamish Landing,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City,1
-122.349183486282,47.3226999332398,1029,7252,4210704,SW 312th Sports Courts,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1
-122.30948791991,47.643753484306,1030,2312,4252102,Montlake Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.30988647043,47.6420072558818,1031,2312,4252102,Montlake Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.338778734146,47.5289055881317,1032,2297,4243101,Westcrest Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.340340956631,47.5236074728569,1033,2297,4243101,Westcrest Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.319132246723,47.6170134955538,1034,7160,4253208,Cal Anderson Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.167180795473,47.423053461338,1035,2320,5221501,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.151622344093,47.3913469370308,1036,2320,5221501,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.167500042967,47.442241120814,1037,2320,5221501,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-122.159254664113,47.4649695937048,1038,2320,5221501,Soos Creek Park and Trail,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,3
-121.886850033148,47.5390711438415,1039,7826,7242619,Carmichael Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-122.282888088825,47.6323036663403,1040,7233,4252202,Hyde Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.325701884354,47.6293936855392,1041,7151,4252910,Lakeview Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.373715645368,47.5629711925052,1042,8235,3241304,West Seattle Stadium,Other Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.375094437731,47.5627271840828,1043,8235,3241304,West Seattle Stadium,Other Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.210107593731,47.6001446599077,1044,2803,5240602,Chism Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.399933923429,47.559683583175,1045,7188,3241508,Me-Kwa-Mooks Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.405201228437,47.5655370551426,1046,7188,3241508,Me-Kwa-Mooks Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.401221190596,47.5609049536152,1047,7188,3241508,Me-Kwa-Mooks Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2
-122.345583894007,47.5414394358192,1048,8232,4243003,West Duwamish GS: Riverview,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.346846474926,47.5434173997373,1049,8232,4243003,West Duwamish GS: Riverview,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.323206679747,47.4115540535063,1050,2508,4220401,Des Moines Creek Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,0
-122.311631720887,47.4129271254912,1051,2508,4220401,Des Moines Creek Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,1
-122.035561057673,47.5313770784,1052,8209,6242702,Depot Park - Issaquah,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,1
-122.173263409774,47.5894920720258,1053,8142,5240403,Norwood Village Neighborhood Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.320295626214,47.3633338974544,1054,2569,4222901,Woodmont Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,0
-122.319619049102,47.3626031226996,1055,2569,4222901,Woodmont Park,Park Site,City of Des Moines,City,City of Des Moines,City,City of Des Moines,City,1
-122.320364113181,47.682447484404,1056,7245,4250505,Rainbow Point,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.34705583127,47.3247410403648,1057,2433,4210701,Lake Grove Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1
-122.208530789364,47.3831073696483,1058,7288,5221902,Canterbury Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.048730035529,47.5500600845435,1059,7566,6242104,Pickering Farm,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,0
-122.048572378942,47.5507532771755,1060,7566,6242104,Pickering Farm,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,1
-122.124693532374,47.6464643360654,1061,2585,5251402,Cascade View Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,0
-122.123071728919,47.6471276873305,1062,2585,5251402,Cascade View Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.189676715757,47.2937803428714,1063,2400,5212001,Forest Villa Mini Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,1
-122.105949853058,47.6245679144555,1064,2586,5252501,Tam O Shanter Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.081155032049,47.6739671568417,1065,2657,6250701,Arthur Johnson Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.405570622816,47.6376719335493,1066,7143,3252204,Eastmont Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.002339195383,47.308084829938,1067,7835,6211404,Black Diamond BMX Park,Park Site,City of Black Diamond,City,City of Black Diamond,City,City of Black Diamond,City,1
-122.350960670216,47.6139983665879,1068,8052,4253110,Belltown P-Patch,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.360460802394,47.6288709859248,1069,7845,3252510,Bayview-Kinnear Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.360157290237,47.628978089194,1070,7845,3252510,Bayview-Kinnear Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.283069244062,47.3687953393369,1071,2572,4222701,West Fenwick Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,0
-122.282185723815,47.3710189110164,1072,2572,4222701,West Fenwick Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.03690583347,47.524519243509,1073,8110,6243404,Ingi Johnson Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,0
-122.036397368791,47.5233572635766,1074,8110,6243404,Ingi Johnson Park,Park Site,City of Issaquah,City,City of Issaquah,City,City of Issaquah,City,1
-122.108207554451,47.6909718642815,1075,2731,5263602,Johnathan Hartman Park,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-121.958767421935,47.3163303605473,1076,4660,7210702,Crow Marsh Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.970629138451,47.3235782315913,1077,4660,7210702,Crow Marsh Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.85188978668,47.5309982542218,1078,7829,7242506,Woody Creek Park,Park Site,City of Snoqualmie,City,City of Snoqualmie,City,City of Snoqualmie,City,1
-122.233281744721,47.3799846667064,1079,7294,4222407,Titus Railroad Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.173519140338,47.6412427727714,1080,2578,5252102,Cherry Crest Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.324159978402,47.5280168932684,1081,2799,4243203,South Park Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.126223351972,47.6721277562921,1082,14586,5251107,Heron Rookery,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.172614703645,47.4757439240313,1083,2644,5231603,Maplewood Park - Renton,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.393083848612,47.5615139325622,1084,7847,3241404,Ercolini Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.260054302455,47.5423979931056,1085,7238,4242601,Martha Washington Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.156665709442,47.7548834740078,1086,2834,5261003,DeYoung Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,0
-122.156941290633,47.7548398569473,1087,2834,5261003,DeYoung Park,Park Site,City of Woodinville,City,City of Woodinville,City,City of Woodinville,City,1
-122.179448014729,47.513508569009,1088,5119,5230404,Honey Creek Open Space,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,0
-122.174523383545,47.5093538179575,1089,5119,5230404,Honey Creek Open Space,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.309548471112,47.5660263349893,1090,2296,4241601,Jefferson Park Golf Course,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.304279945795,47.5674160482348,1091,2296,4241601,Jefferson Park Golf Course,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-121.999787359059,47.6001821322194,1092,3161,6253502,Hazel Wolf Wetland Natural Area,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.001595665468,47.6042163291277,1093,3161,6253502,Hazel Wolf Wetland Natural Area,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.657489736645,47.2736468665367,1094,7621,9212801,Upper Green River Watershed Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.709694557289,47.2917298594073,1095,7621,9212801,Upper Green River Watershed Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.51972752942,47.2209675788802,1096,7621,9212801,Upper Green River Watershed Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-121.941767474342,47.6399677939275,1097,4883,7252001,Ames Lake Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.941774625425,47.6446402612761,1098,4883,7252001,Ames Lake Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.820589502402,47.5423462307137,1099,8149,8242901,Tokul Bypass Site,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.824629831887,47.5423369449173,1100,8149,8242901,Tokul Bypass Site,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.458394215194,47.470280306419,1101,2480,3232001,Whispering Firs Bog,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,1
-122.201418436708,47.2590176291036,1102,8222,5213202,Kersey Way B Park,Park Site,City of Auburn,City,City of Auburn,City,City of Auburn,City,1
-122.330884201268,47.6018444915993,1103,7167,4240513,Prefontaine Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.222234737043,47.3104380729371,1104,2868,5211801,Auburn Pool Site,Pool Site,Auburn School District,School District,Auburn School District,School District,Auburn School District,School District,1
-122.362103444842,47.6925819085369,1105,3079,3263601,Greenwood P-Patch,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,City of Seattle,City,1
-122.008085324614,47.1891150094745,1106,2862,6202601,Enumclaw Pool Site,Pool Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-121.941642780732,47.5908971677092,1107,5175,7240502,Patterson Creek Preserve Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.946404366795,47.5918000177967,1108,5175,7240502,Patterson Creek Preserve Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.479768093273,47.4428047143716,1109,7798,3233104,Island Center Forest Equestrian Trail,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.783786367457,47.4603352737224,1110,5106,8232101,Uplands Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.784070956788,47.4484585247922,1111,5106,8232101,Uplands Forest,Other Site,Other Private,Private,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.31309176257,47.6198101770662,1112,7020,4252903,Williams Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.476447989352,47.4527337480657,1113,15361,2232502,Fisher Pond,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,0
-122.487783990416,47.4491688457274,1114,15361,2232502,Fisher Pond,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,1
-122.478418025598,47.4527775826753,1115,15361,2232502,Fisher Pond,Park Site,Vashon PRSD,Park District,Vashon PRSD,Park District,Vashon PRSD,Park District,2
-122.314626278848,47.7164367591528,1116,6933,4262901,Pinehurst Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.184168108418,47.4957662038277,1117,2346,5230902,Highlands Park - Renton,Park Site,City of Renton,City,City of Renton,City,City of Renton,City,1
-122.130104763414,47.6800969598756,1118,2713,5250202,Redmond Muncipal Campus,Park Site,City of Redmond,City,City of Redmond,City,City of Redmond,City,1
-122.396376440872,47.6387595172001,1119,7141,3252307,Condon Way Centerstrip,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.395116252488,47.6370420164935,1120,7141,3252307,Condon Way Centerstrip,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.098325662892,47.3873843732992,1121,2860,6221801,Covington Aquatic Center,Pool Site,Tahoma School District,School District,City of Covington,City,City of Covington,City,1
-122.205533739649,47.3745337592817,1122,2858,5222001,Kent Pool Site,Pool Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.043351119142,47.626598424545,1123,4282,6252804,Park Hill East Site,Other Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City,1
-122.310752375386,47.5695520388182,1124,7064,4241602,Jefferson Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.225586912817,47.7696832814892,1125,2599,5260602,Doug Allen Sportsfields,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,0
-122.225600273082,47.7692765304059,1126,2599,5260602,Doug Allen Sportsfields,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.055898069063,47.6256099589808,1127,2719,6252801,East Sammamish Park,Park Site,City of Sammamish,City,City of Sammamish,City,City of Sammamish,City,1
-122.31626086015,47.6364624965161,1128,7849,4252010,Grand Army of the Republic Cemetery,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.251484715676,47.4643238119942,1129,2499,4232302,Tukwila Park,Park Site,City of Tukwila,City,City of Tukwila,City,City of Tukwila,City,1
-122.229352596302,47.4316178117448,1130,6888,4233603,Ikuta Greenbelt,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.043853969068,47.4912357053674,1131,2658,6230401,Squak Mountain State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,0
-122.044757180269,47.4992913092559,1132,2658,6230401,Squak Mountain State Park,Park Site,Washington State Parks,State,Washington State Parks,State,Washington State Parks,State,1
-122.364153265094,47.6268101185524,1133,7229,3252509,Blaine Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-121.968499765728,47.3742819685174,1134,2758,7221901,Landsburg Park - Seattle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-121.994363970472,47.1982861106377,1135,4414,6202501,Veterans Triangle Park,Park Site,City of Enumclaw,City,City of Enumclaw,City,City of Enumclaw,City,1
-121.920645798767,47.512593099232,1136,2742,7230401,Nowak Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.919033948705,47.5126395822763,1137,2742,7230401,Nowak Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.343869128757,47.6101532183263,1138,7028,4253105,Victor Steinbrueck Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-121.989724777145,47.3806585372466,1139,2844,6222402,Landsburg Reach Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-121.981738715923,47.3775278734622,1140,2844,6222402,Landsburg Reach Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-121.971971673733,47.3778836851775,1141,2844,6222402,Landsburg Reach Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,2
-122.193266562004,47.3971606382923,1142,2327,5221702,Park Orchard Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.328989144295,47.6143572431231,1143,7030,4253203,Plymouth Pillars Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.329342892576,47.6135502008703,1144,7030,4253203,Plymouth Pillars Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.260838078735,47.4335265812806,1145,2524,4233501,Briscoe Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.336029343706,47.6464051031797,1146,2315,4251901,Gas Works Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.334631185594,47.6454380791295,1147,2315,4251901,Gas Works Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.227917323964,47.380945961115,1148,7298,4222411,Gowe St Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.211626991066,47.7598410156411,1149,5090,5260708,Volunteer Park - Bothell,Park Site,City of Bothell,City,City of Bothell,City,City of Bothell,City,1
-122.319840602806,47.3074210816411,1150,2435,4211701,Celebration Park,Park Site,City of Federal Way,City,City of Federal Way,City,City of Federal Way,City,1
-122.110880280714,47.5737383469196,1151,5006,5241202,41.5 Mini Park,Park Site,City of Bellevue,City,City of Bellevue,City,City of Bellevue,City,1
-122.34134757805,47.6794527382559,1152,2307,4250601,Green Lake Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.341384557148,47.6710645566052,1153,2307,4250601,Green Lake Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.326991591014,47.7215592208588,1154,2377,4262002,North Acres Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.114027951121,47.3734909402728,1155,5318,5222402,Crystal View Park,Park Site,City of Covington,City,City of Covington,City,City of Covington,City,1
-122.16385078135,47.5289088397901,1156,2649,5243302,Lake Boren Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,0
-122.165669595376,47.5299842669666,1157,2649,5243302,Lake Boren Park,Park Site,City of Newcastle,City,City of Newcastle,City,City of Newcastle,City,1
-122.333863917196,47.6703148656912,1158,7005,4250702,Keystone Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.475261261055,47.3521238970372,1159,7256,3223101,Manzanita Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,0
-122.474471459677,47.3510606360557,1160,7256,3223101,Manzanita Natural Area,Park Site,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,King County Parks and Recreation,King County Parks,1
-122.246840942918,47.5103194037549,1161,7078,4230101,Lakeridge Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.178714391644,47.3832381558535,1162,2325,5222101,Clark Lake Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,0
-122.174747059256,47.3841912996129,1163,2325,5222101,Clark Lake Park,Park Site,City of Kent,City,City of Kent,City,City of Kent,City,1
-122.262868630634,47.5255093451254,1164,2282,4243501,Rainier Beach Urban Farm and Wetlands,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.262072593524,47.5255400611472,1165,2282,4243501,Rainier Beach Urban Farm and Wetlands,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.278129549147,47.562864663209,1166,2552,4241501,Genesee Park and Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.278098742223,47.5671121857257,1167,2552,4241501,Genesee Park and Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.336975096499,47.6109864831015,1168,7029,4253106,Westlake Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
